host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified
525194649,羽田,7/12/2023,"Chiyoda City, Japan",within an hour,1,0.96,f,11,14,['phone'],t,t
543375632,プレセダンヒルズ,10/25/2023,,within an hour,1,0.98,t,33,37,"['email', 'phone']",t,t
287960657,新井,8/21/2019,,within an hour,1,0.99,f,12,13,"['email', 'phone']",t,t
525194649,羽田,7/12/2023,"Chiyoda City, Japan",within an hour,1,0.96,f,11,14,['phone'],t,t
543375632,プレセダンヒルズ,10/25/2023,,within an hour,1,0.98,t,33,37,"['email', 'phone']",t,t
543375632,プレセダンヒルズ,10/25/2023,,within an hour,1,0.98,t,33,37,"['email', 'phone']",t,t
500855936,Tomohiro,2/13/2023,,within an hour,1,1,t,4,4,"['email', 'phone']",t,t
543375632,プレセダンヒルズ,10/25/2023,,within an hour,1,0.98,t,33,37,"['email', 'phone']",t,t
510879891,蘭,4/19/2023,"Tokyo, Japan",within an hour,1,0.96,f,42,58,['phone'],t,t
574961874,Kang,4/30/2024,,within an hour,1,1,f,6,7,"['email', 'phone']",t,t
312002536,Chinatsu,11/25/2019,"Tokyo, Japan",within an hour,1,0.97,f,22,34,"['email', 'phone']",t,t
573566482,い銘,4/21/2024,,within an hour,1,0.75,f,3,3,"['email', 'phone']",t,t
441980973,Noh,1/24/2022,,within an hour,0.91,1,f,3,3,['phone'],f,t
246127193,ｴﾙｴｰ3,3/1/2019,,within an hour,1,1,f,30,35,"['email', 'phone']",t,t
441980973,Noh,1/24/2022,,within an hour,0.91,1,f,3,3,['phone'],f,t
578562009,毅,5/20/2024,,within an hour,1,1,f,1,1,"['email', 'phone']",t,t
578564261,悠太,5/20/2024,,within an hour,1,1,f,1,1,"['email', 'phone']",t,t
494924266,Tatsuhiro,1/8/2023,"Tokyo, Japan",within an hour,1,1,t,2,2,"['email', 'phone']",t,t
394521194,娜,3/28/2021,"Tokyo, Japan",within an hour,1,0.91,f,6,8,"['email', 'phone']",t,t
576832826,銘音,5/10/2024,"Tokyo, Japan",within an hour,1,0.96,f,5,5,"['email', 'phone']",t,t
247326938,Pqd,3/6/2019,"Tokyo, Japan",within an hour,1,1,f,154,236,"['email', 'phone']",t,t
577467878,Xiaodong,5/14/2024,,within an hour,0.97,0.94,f,2,3,"['email', 'phone']",t,t
229308728,Henna,12/5/2018,,within an hour,0.99,0.99,f,18,23,"['email', 'phone']",t,t
93851602,Shigeru,9/6/2016,"Suginami City, Japan",within an hour,1,0.97,t,6,9,"['email', 'phone']",t,t
76857645,Hide And Aya,6/10/2016,,within an hour,1,1,t,6,6,"['email', 'phone']",t,t
578737208,Kun,5/20/2024,"Arakawa City, Japan",within an hour,1,1,f,2,2,['phone'],t,t
566651582,Masaru,3/12/2024,,within an hour,1,1,f,2,2,['phone'],f,t
578737208,Kun,5/20/2024,"Arakawa City, Japan",within an hour,1,1,f,2,2,['phone'],t,t
367469342,Makoto,9/14/2020,"Shinjuku City, Japan",within an hour,1,1,t,3,3,"['email', 'phone']",t,t
533583087,Sio,8/24/2023,,within an hour,0.99,0.99,f,12,12,"['email', 'phone']",t,t
578734762,Yuta,5/20/2024,,within an hour,1,0.82,f,1,1,"['email', 'phone']",t,t
181447000,四叶草,3/30/2018,"Tokyo, Japan",within an hour,1,1,f,16,30,"['email', 'phone']",t,t
492224139,ゴールドアイコンサルティング,12/21/2022,,within a few hours,1,1,f,12,12,"['email', 'phone']",t,t
574289645,Yue,4/25/2024,"Tokyo, Japan",within an hour,1,1,f,9,9,"['email', 'phone']",t,t
351115054,Sia,6/21/2020,"Tokyo, Japan",within an hour,1,1,f,26,31,"['email', 'phone']",t,t
149643001,Sylvia,9/8/2017,"Edogawa City, Japan",within an hour,1,0.99,t,20,24,"['email', 'phone']",t,t
68828017,Nanako,4/25/2016,"Suginami, Japan",within a few hours,1,1,t,2,5,"['email', 'phone']",t,t
325732862,Nestay,1/8/2020,,within an hour,1,0.99,f,34,39,"['email', 'phone']",t,t
562428238,青,2/16/2024,,within an hour,1,0.97,f,21,23,"['email', 'phone']",t,t
562428238,青,2/16/2024,,within an hour,1,0.97,f,21,23,"['email', 'phone']",t,t
562428238,青,2/16/2024,,within an hour,1,0.97,f,21,23,"['email', 'phone']",t,t
577467878,Xiaodong,5/14/2024,,within an hour,0.97,0.94,f,2,3,"['email', 'phone']",t,t
574289645,Yue,4/25/2024,"Tokyo, Japan",within an hour,1,1,f,9,9,"['email', 'phone']",t,t
574289645,Yue,4/25/2024,"Tokyo, Japan",within an hour,1,1,f,9,9,"['email', 'phone']",t,t
574289645,Yue,4/25/2024,"Tokyo, Japan",within an hour,1,1,f,9,9,"['email', 'phone']",t,t
574289645,Yue,4/25/2024,"Tokyo, Japan",within an hour,1,1,f,9,9,"['email', 'phone']",t,t
574289645,Yue,4/25/2024,"Tokyo, Japan",within an hour,1,1,f,9,9,"['email', 'phone']",t,t
391461535,Oki,3/7/2021,"Shinjuku City, Japan",within an hour,1,1,f,6,6,"['email', 'phone']",t,t
574289645,Yue,4/25/2024,"Tokyo, Japan",within an hour,1,1,f,9,9,"['email', 'phone']",t,t
574289645,Yue,4/25/2024,"Tokyo, Japan",within an hour,1,1,f,9,9,"['email', 'phone']",t,t
22966881,Mathew,10/25/2014,"Tokyo, Japan",within an hour,1,1,t,9,9,"['email', 'phone']",t,t
66732894,ELeVeN,4/11/2016,"Shinjuku City, Japan",within an hour,1,1,t,4,4,"['email', 'phone']",t,t
10044423,Lynn,11/16/2013,"Tokyo, Japan",within an hour,1,1,,2,4,"['email', 'phone']",t,t
88596204,千恵,8/7/2016,"Taito, Japan",within an hour,1,1,f,6,8,['phone'],t,t
292115979,俊介,9/5/2019,"Taito City, Japan",within an hour,0.99,1,t,57,58,"['email', 'phone']",t,t
543375632,プレセダンヒルズ,10/25/2023,,within an hour,1,0.98,t,33,37,"['email', 'phone']",t,t
551650920,Sun,12/19/2023,,within an hour,1,1,f,16,18,['phone'],f,t
543375632,プレセダンヒルズ,10/25/2023,,within an hour,1,0.98,t,33,37,"['email', 'phone']",t,t
564229758,菊川,2/27/2024,"Chiyoda City, Japan",within an hour,0.99,0.97,f,16,16,"['email', 'phone']",t,t
129096261,Chisaki,5/6/2017,"Tokyo, Japan",within an hour,1,1,t,60,70,"['email', 'phone']",t,t
374479745,Momoka,11/4/2020,,within an hour,1,1,,88,100,"['email', 'phone']",t,t
564229758,菊川,2/27/2024,"Chiyoda City, Japan",within an hour,0.99,0.97,f,16,16,"['email', 'phone']",t,t
551650920,Sun,12/19/2023,,within an hour,1,1,f,16,18,['phone'],f,t
546610775,幹宏,11/15/2023,,within an hour,1,1,f,2,2,"['email', 'phone']",t,t
537805357,Yushun,9/18/2023,,within an hour,1,0.98,f,4,4,"['email', 'phone']",t,t
570393912,直幹,4/3/2024,,within an hour,1,1,f,1,1,"['email', 'phone']",t,t
578165985,優,5/17/2024,,within an hour,1,1,f,1,1,"['email', 'phone']",t,t
548495701,有助,11/28/2023,"Chiyoda City, Japan",within an hour,1,1,f,16,25,"['email', 'phone']",t,t
576910770,凌,5/10/2024,,within a few hours,1,1,f,1,1,"['email', 'phone']",t,t
560594553,池袋,2/5/2024,"Chiyoda City, Japan",within an hour,1,0.95,f,7,7,"['email', 'phone']",t,t
129096261,Chisaki,5/6/2017,"Tokyo, Japan",within an hour,1,1,t,60,70,"['email', 'phone']",t,t
563097432,Kenji,2/20/2024,,within an hour,1,1,f,1,1,"['email', 'phone']",t,t
181447000,四叶草,3/30/2018,"Tokyo, Japan",within an hour,1,1,f,16,30,"['email', 'phone']",t,t
578978359,Shyam,5/22/2024,,within a few hours,1,1,f,2,2,"['email', 'phone']",t,t
546620897,功司,11/15/2023,,within an hour,1,1,f,1,1,"['email', 'phone']",t,t
578986431,了,5/22/2024,,within an hour,1,1,f,1,1,"['email', 'phone']",t,t
578990164,靖,5/22/2024,"Tokyo, Japan",within an hour,1,1,f,4,4,"['email', 'phone']",t,t
560604490,怀明,2/5/2024,,within an hour,1,0.97,f,4,4,['phone'],t,t
38655722,"Top Edge Co., Ltd.",7/16/2015,"Suginami City, Japan",within an hour,1,0.99,f,10,10,"['email', 'phone']",t,t
558808564,Kanta,1/26/2024,"Tokyo, Japan",within an hour,1,1,f,3,4,"['email', 'phone']",t,t
232836811,Chonglin,12/27/2018,"Tokyo, Japan",within an hour,0.98,1,t,40,52,"['email', 'phone']",t,t
576585843,阿部,5/8/2024,"Minato City, Japan",within an hour,0.98,0.96,f,33,44,"['email', 'phone']",t,t
309457264,Yuki,11/14/2019,,within a few hours,1,0.83,f,1,1,"['email', 'phone']",t,t
4981880,Meta,2/5/2013,"Tokyo, Japan",within an hour,1,0.95,f,53,56,"['email', 'phone']",t,t
489913396,Lean And Stable,12/1/2022,,within an hour,1,0.98,f,6,6,"['email', 'phone']",t,t
276509624,帥,7/16/2019,,within an hour,1,1,f,2,3,"['email', 'phone']",t,t
548495701,有助,11/28/2023,"Chiyoda City, Japan",within an hour,1,1,f,16,25,"['email', 'phone']",t,t
301236676,大聖,10/9/2019,"Tokyo, Japan",within an hour,1,0.93,,58,84,"['email', 'phone']",t,t
354531999,Matsumoto,7/7/2020,"Yokohama, Japan",within an hour,1,1,f,2,2,"['email', 'phone']",t,t
548495701,有助,11/28/2023,"Chiyoda City, Japan",within an hour,1,1,f,16,25,"['email', 'phone']",t,t
153095665,Tsuyoshi,10/3/2017,"Tokyo, Japan",within an hour,1,1,f,28,34,"['email', 'phone']",t,t
183877565,UI Home Company,4/12/2018,"Nerima City, Japan",within an hour,1,0.98,f,71,81,"['email', 'phone', 'work_email']",t,t
576832826,銘音,5/10/2024,"Tokyo, Japan",within an hour,1,0.96,f,5,5,"['email', 'phone']",t,t
153095665,Tsuyoshi,10/3/2017,"Tokyo, Japan",within an hour,1,1,f,28,34,"['email', 'phone']",t,t
243214612,大輔,2/14/2019,"Toshima City, Japan",within an hour,0.99,0.97,f,31,105,"['email', 'phone']",t,t
560594175,拓真,2/5/2024,"Chiyoda City, Japan",within an hour,1,1,f,4,9,"['email', 'phone']",t,t
507924766,Taniguchi,3/31/2023,,within an hour,1,1,f,3,3,"['email', 'phone']",t,t
221349554,Takaya,10/18/2018,"Higashimurayama-shi, Japan",within an hour,1,1,t,4,8,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
276509624,帥,7/16/2019,,within an hour,1,1,f,2,3,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
230910892,Risa & Kei,12/16/2018,,within an hour,1,1,f,43,134,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
88467238,郷原,8/7/2016,"Shibuya City, Japan",within an hour,1,1,f,7,9,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
535096151,Company,9/2/2023,,within an hour,1,0.9,f,5,5,"['email', 'phone']",f,t
177445547,Enzo,3/9/2018,"Osaka, Japan",within an hour,1,1,f,130,139,"['email', 'phone']",t,t
535096151,Company,9/2/2023,,within an hour,1,0.9,f,5,5,"['email', 'phone']",f,t
177445547,Enzo,3/9/2018,"Osaka, Japan",within an hour,1,1,f,130,139,"['email', 'phone']",t,t
177445547,Enzo,3/9/2018,"Osaka, Japan",within an hour,1,1,f,130,139,"['email', 'phone']",t,t
177445547,Enzo,3/9/2018,"Osaka, Japan",within an hour,1,1,f,130,139,"['email', 'phone']",t,t
177445547,Enzo,3/9/2018,"Osaka, Japan",within an hour,1,1,f,130,139,"['email', 'phone']",t,t
177445547,Enzo,3/9/2018,"Osaka, Japan",within an hour,1,1,f,130,139,"['email', 'phone']",t,t
177445547,Enzo,3/9/2018,"Osaka, Japan",within an hour,1,1,f,130,139,"['email', 'phone']",t,t
177445547,Enzo,3/9/2018,"Osaka, Japan",within an hour,1,1,f,130,139,"['email', 'phone']",t,t
177445547,Enzo,3/9/2018,"Osaka, Japan",within an hour,1,1,f,130,139,"['email', 'phone']",t,t
177445547,Enzo,3/9/2018,"Osaka, Japan",within an hour,1,1,f,130,139,"['email', 'phone']",t,t
177445547,Enzo,3/9/2018,"Osaka, Japan",within an hour,1,1,f,130,139,"['email', 'phone']",t,t
177445547,Enzo,3/9/2018,"Osaka, Japan",within an hour,1,1,f,130,139,"['email', 'phone']",t,t
192664241,Mayumi,5/31/2018,"Setagaya, Japan",within an hour,1,1,f,4,4,"['email', 'phone']",t,t
543641085,陳,10/26/2023,"Taito City, Japan",within an hour,1,0.86,t,8,8,"['email', 'phone', 'work_email']",t,t
177445547,Enzo,3/9/2018,"Osaka, Japan",within an hour,1,1,f,130,139,"['email', 'phone']",t,t
177445547,Enzo,3/9/2018,"Osaka, Japan",within an hour,1,1,f,130,139,"['email', 'phone']",t,t
423107173,Tomohiro,9/15/2021,"Shibuya City, Japan",within an hour,1,1,t,3,3,['phone'],t,t
62214812,Riku,3/9/2016,"Shinjuku City, Japan",within an hour,1,1,f,2,2,"['email', 'phone']",t,t
543641085,陳,10/26/2023,"Taito City, Japan",within an hour,1,0.86,t,8,8,"['email', 'phone', 'work_email']",t,t
555389105,沙知絵,1/8/2024,"Tokyo, Japan",within an hour,1,0.96,f,8,8,"['email', 'phone']",t,t
555389105,沙知絵,1/8/2024,"Tokyo, Japan",within an hour,1,0.96,f,8,8,"['email', 'phone']",t,t
312002536,Chinatsu,11/25/2019,"Tokyo, Japan",within an hour,1,0.97,f,22,34,"['email', 'phone']",t,t
574481277,Tsutomu,4/27/2024,"Konosu, Japan",within an hour,1,1,f,1,1,"['email', 'phone']",t,t
285206415,Becky,8/13/2019,,within an hour,1,0.96,f,5,8,"['email', 'phone']",t,t
68328352,Midori,4/22/2016,"Tokyo, Japan",within an hour,1,1,t,22,27,"['email', 'phone']",t,f
38092840,Sayaka  &    Riku,7/10/2015,"Chuo City, Japan",within an hour,1,1,,60,290,"['email', 'phone']",t,t
68328352,Midori,4/22/2016,"Tokyo, Japan",within an hour,1,1,t,22,27,"['email', 'phone']",t,f
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
511048475,Zishen,4/21/2023,,within an hour,1,1,,91,115,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
579471652,陽介,5/24/2024,"Ichikawa, Japan",within an hour,1,1,,2,2,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
151970670,フューチャーリーディング,9/24/2017,"Tokyo, Japan",within an hour,1,1,t,91,91,"['email', 'phone']",t,t
573965308,敬太,4/24/2024,,within an hour,1,1,f,1,1,"['email', 'phone']",t,t
394490,Yutaka,2/16/2011,"Chiyoda City, Japan",within an hour,1,0.97,f,5,6,"['email', 'phone']",t,t
51875242,Koji,12/21/2015,"Tokyo, Japan",within an hour,1,1,t,2,5,"['email', 'phone', 'work_email']",t,t
468805135,Nori,7/11/2022,,within an hour,1,1,,30,30,"['email', 'phone']",t,t
468805135,Nori,7/11/2022,,within an hour,1,1,,30,30,"['email', 'phone']",t,t
5596383,Wakana,3/24/2013,"Tokyo, Japan",within an hour,1,1,t,2,6,"['email', 'phone']",t,t
128187313,Aruko,4/30/2017,"Tokyo, Japan",within an hour,1,1,t,15,17,"['email', 'phone']",t,t
576585843,阿部,5/8/2024,"Minato City, Japan",within an hour,0.98,0.96,f,33,44,"['email', 'phone']",t,t
576585843,阿部,5/8/2024,"Minato City, Japan",within an hour,0.98,0.96,f,33,44,"['email', 'phone']",t,t
576585843,阿部,5/8/2024,"Minato City, Japan",within an hour,0.98,0.96,f,33,44,"['email', 'phone']",t,t
576585843,阿部,5/8/2024,"Minato City, Japan",within an hour,0.98,0.96,f,33,44,"['email', 'phone']",t,t
576585843,阿部,5/8/2024,"Minato City, Japan",within an hour,0.98,0.96,f,33,44,"['email', 'phone']",t,t
192664241,Mayumi,5/31/2018,"Setagaya, Japan",within an hour,1,1,f,4,4,"['email', 'phone']",t,t
4981880,Meta,2/5/2013,"Tokyo, Japan",within an hour,1,0.95,f,53,56,"['email', 'phone']",t,t
577845936,広志,5/16/2024,,within an hour,1,1,f,2,2,"['email', 'phone']",t,t
579840901,竹山,5/26/2024,"Saitama, Japan",within an hour,1,1,f,2,2,['phone'],t,t
555177488,成,1/7/2024,"Toda, Japan",within an hour,1,1,f,12,12,['phone'],f,t
26107414,Bruce,1/14/2015,"Shinjuku, Japan",within an hour,1,1,f,7,39,"['email', 'phone', 'work_email']",t,t
288722179,Vacation Inn,8/24/2019,,within an hour,1,1,t,14,15,"['email', 'phone']",t,f
351115054,Sia,6/21/2020,"Tokyo, Japan",within an hour,1,1,f,26,31,"['email', 'phone']",t,t
375231982,Yajiao,11/11/2020,"Taito City, Japan",within an hour,1,1,f,1,2,['phone'],t,t
70734436,Hiroyuki,5/7/2016,"Ota City, Japan",within an hour,1,1,f,2,2,"['email', 'phone']",t,t
454181456,庆涛,4/13/2022,"Taito City, Japan",within an hour,1,0.99,f,4,4,"['email', 'phone']",t,t
181447000,四叶草,3/30/2018,"Tokyo, Japan",within an hour,1,1,f,16,30,"['email', 'phone']",t,t
60476303,LuLu,2/26/2016,"Tokyo, Japan",within an hour,1,0.85,f,20,22,"['email', 'phone']",t,t
4264624,Jenny,11/27/2012,"Kita, Japan",within an hour,1,1,t,6,18,"['email', 'phone']",t,t
102951632,Shu,11/8/2016,"Tokyo, Japan",within an hour,1,1,t,2,2,"['email', 'phone']",t,t
551446931,Lee,12/17/2023,"Tokyo, Japan",within an hour,1,1,t,5,5,"['email', 'phone']",t,t
393226830,樹,3/19/2021,,within an hour,1,1,f,2,2,"['email', 'phone']",t,t
333343493,NEWO Inc.,2/4/2020,"Chuo City, Japan",within an hour,0.92,1,t,18,19,['phone'],t,t
333343493,NEWO Inc.,2/4/2020,"Chuo City, Japan",within an hour,0.92,1,t,18,19,['phone'],t,t
333343493,NEWO Inc.,2/4/2020,"Chuo City, Japan",within an hour,0.92,1,t,18,19,['phone'],t,t
333343493,NEWO Inc.,2/4/2020,"Chuo City, Japan",within an hour,0.92,1,t,18,19,['phone'],t,t
579915452,俊郎,5/27/2024,"Edogawa City, Japan",within an hour,1,0.75,f,1,2,"['email', 'phone']",t,t
6648140,Tatsuhiko & Yuka,5/30/2013,"Shibuya City, Japan",within an hour,1,0.98,f,12,12,"['email', 'phone']",t,t
526810772,Jubabe,7/20/2023,"Minato City, Japan",within an hour,1,0.76,t,14,14,"['email', 'phone']",t,t
580052444,Rita,5/27/2024,"Katsushika City, Japan",within an hour,1,0.93,f,1,2,"['email', 'phone']",t,t
576585843,阿部,5/8/2024,"Minato City, Japan",within an hour,0.98,0.96,f,33,44,"['email', 'phone']",t,t
580060134,パンダ,5/27/2024,,within an hour,1,1,f,2,4,"['email', 'phone']",t,t
548079164,海沼,11/25/2023,"Chiyoda City, Japan",within an hour,1,1,f,2,3,['phone'],f,t
580060134,パンダ,5/27/2024,,within an hour,1,1,f,2,4,"['email', 'phone']",t,t
254794184,Aoi,4/11/2019,"Tokyo, Japan",within an hour,1,1,f,5,8,"['email', 'phone']",t,t
556988880,Yasuyuki,1/17/2024,,within an hour,1,1,f,3,3,"['email', 'phone']",t,t
333343493,NEWO Inc.,2/4/2020,"Chuo City, Japan",within an hour,0.92,1,t,18,19,['phone'],t,t
570684330,Bandelie,4/5/2024,"Tokyo, Japan",within an hour,1,1,f,1,4,['phone'],t,t
372493368,優,10/19/2020,,within an hour,1,1,f,2,3,"['email', 'phone']",t,t
333343493,NEWO Inc.,2/4/2020,"Chuo City, Japan",within an hour,0.92,1,t,18,19,['phone'],t,t
333343493,NEWO Inc.,2/4/2020,"Chuo City, Japan",within an hour,0.92,1,t,18,19,['phone'],t,t
333343493,NEWO Inc.,2/4/2020,"Chuo City, Japan",within an hour,0.92,1,t,18,19,['phone'],t,t
333343493,NEWO Inc.,2/4/2020,"Chuo City, Japan",within an hour,0.92,1,t,18,19,['phone'],t,t
333343493,NEWO Inc.,2/4/2020,"Chuo City, Japan",within an hour,0.92,1,t,18,19,['phone'],t,t
578016927,Residence Stay,5/17/2024,"Tokyo, Japan",within an hour,1,1,f,2,2,"['email', 'phone']",t,f
333343493,NEWO Inc.,2/4/2020,"Chuo City, Japan",within an hour,0.92,1,t,18,19,['phone'],t,t
244663327,Urban Villa 津谷邸,2/22/2019,,within an hour,1,1,t,8,10,"['email', 'phone']",t,t
539960964,Jinfeng,10/2/2023,"Tokyo, Japan",within an hour,1,0.99,f,21,21,"['email', 'phone']",t,t
539960964,Jinfeng,10/2/2023,"Tokyo, Japan",within an hour,1,0.99,f,21,21,"['email', 'phone']",t,t
539960964,Jinfeng,10/2/2023,"Tokyo, Japan",within an hour,1,0.99,f,21,21,"['email', 'phone']",t,t
539960964,Jinfeng,10/2/2023,"Tokyo, Japan",within an hour,1,0.99,f,21,21,"['email', 'phone']",t,t
539960964,Jinfeng,10/2/2023,"Tokyo, Japan",within an hour,1,0.99,f,21,21,"['email', 'phone']",t,t
539960964,Jinfeng,10/2/2023,"Tokyo, Japan",within an hour,1,0.99,f,21,21,"['email', 'phone']",t,t
539960964,Jinfeng,10/2/2023,"Tokyo, Japan",within an hour,1,0.99,f,21,21,"['email', 'phone']",t,t
377696793,堀,11/30/2020,"Tokyo, Japan",within an hour,1,0.94,t,13,14,"['email', 'phone']",t,t
21099188,Kana,9/8/2014,"Tokyo, Japan",within a day,1,0.67,f,1,3,"['email', 'phone']",t,t
567679944,Xiuxia,3/18/2024,,within an hour,1,1,f,1,1,"['email', 'phone']",f,t
124695926,Maggie,4/7/2017,"Chuo City, Japan",within an hour,1,1,f,1,3,"['email', 'phone']",t,t
547945986,Jun,11/24/2023,"Koto City, Japan",within an hour,1,0.98,t,4,4,"['email', 'phone']",t,t
106338787,Myunghee,12/6/2016,"Shinjuku City, Japan",within a few hours,1,0.96,f,8,14,"['email', 'phone']",t,t
498793338,横山保全,1/30/2023,"Tokyo, Japan",within an hour,1,1,t,9,11,"['email', 'phone']",t,t
498793338,横山保全,1/30/2023,"Tokyo, Japan",within an hour,1,1,t,9,11,"['email', 'phone']",t,t
551446931,Lee,12/17/2023,"Tokyo, Japan",within an hour,1,1,t,5,5,"['email', 'phone']",t,t
552516478,Sho,12/25/2023,"Chiyoda City, Japan",within an hour,1,0.9,f,3,3,"['email', 'phone']",t,t
44701299,Smile Home,9/20/2015,"Tokyo, Japan",within an hour,1,1,f,8,18,"['email', 'phone']",t,t
38092840,Sayaka  &    Riku,7/10/2015,"Chuo City, Japan",within an hour,1,1,,60,290,"['email', 'phone']",t,t
34403925,Katsuo,5/27/2015,,within an hour,1,1,f,8,8,"['email', 'phone', 'work_email']",t,t
580287878,Jin Su,5/29/2024,,within an hour,1,0.98,f,7,7,['phone'],t,t
34403925,Katsuo,5/27/2015,,within an hour,1,1,f,8,8,"['email', 'phone', 'work_email']",t,t
580287878,Jin Su,5/29/2024,,within an hour,1,0.98,f,7,7,['phone'],t,t
18147292,Yuka&Han,7/15/2014,"Katsushika City, Japan",within an hour,1,1,t,2,2,"['email', 'phone']",t,t
563506288,志村,2/22/2024,"Nerima City, Japan",within an hour,1,1,f,2,3,['phone'],t,t
539960964,Jinfeng,10/2/2023,"Tokyo, Japan",within an hour,1,0.99,f,21,21,"['email', 'phone']",t,t
539960964,Jinfeng,10/2/2023,"Tokyo, Japan",within an hour,1,0.99,f,21,21,"['email', 'phone']",t,t
539960964,Jinfeng,10/2/2023,"Tokyo, Japan",within an hour,1,0.99,f,21,21,"['email', 'phone']",t,t
544618325,Haitao,11/2/2023,"Toshima City, Japan",within an hour,1,1,f,3,3,['phone'],t,t
552516478,Sho,12/25/2023,"Chiyoda City, Japan",within an hour,1,0.9,f,3,3,"['email', 'phone']",t,t
